index,intensidad,ocupacion,carga,vmed,periodo_integracion
001,181.3916344337377,5.781061393695753,13.595364860579435,0.0,14.386120273331263
002,333.9296146718532,4.223828754282247,17.848520382026578,0.0,13.434770354521499
003,374.0183005441457,2.546046495589963,19.092428954116905,0.0,14.605367642726469
004,447.4438432188752,6.573297602941009,19.35809806073852,0.0,13.387342364034911
005,151.35048538927447,6.653640704906291,15.432377234816725,0.0,13.539058810743324
007,157.3101060470468,4.004863332710951,20.47957968306484,0.0,13.634240433836347
009,133.4806913809426,4.005375337681396,9.77675695114218,0.0,14.73132533870197
012,221.4229461862743,4.960013799067136,14.496274406919788,0.0,14.720802655379464
014,228.59944609091806,7.424611930484543,14.16798721170176,0.0,12.651977232936614
015,265.24346467275996,3.5906093828614636,15.980181537867683,0.0,14.040853386270735
016,166.7569429415764,2.7817956557774846,17.682309403733576,0.0,14.163809483930129
017,266.2464007918507,9.756706522487164,18.975405425710736,0.0,14.734739424920141
018,294.7011246156938,7.354754899609183,16.386041980298238,0.0,13.93913530788996
020,102.77632669229715,4.174469537269806,8.933316629716446,0.0,14.331565197554482
023,312.2979478890289,5.370795259960695,17.34522987730656,0.0,12.393053905454092
025,201.54184838404709,2.2193161597512736,13.407265727743592,0.0,14.631603957753203
028,188.39028103307064,3.783137052236771,12.276321885820472,0.0,12.78296069065428
029,136.92626881165774,1.980896778533582,13.488756171287745,0.0,14.102281795980952
032,130.20888021462585,5.999424335236904,12.813916299219597,0.0,14.717137485770367
034,297.926970453703,3.1650134357020767,12.164271067468885,0.0,14.284473986456822
035,152.50788910741193,7.607925530717654,16.079413320351385,0.0,14.766936963732263
037,240.45569835209088,10.368497556948562,20.796518160535236,0.0,14.735262266234052
039,206.04887531249918,2.2138967852790477,17.247247499089386,0.0,14.460702134688187
040,245.157111856954,6.565829437907841,17.451369874986437,0.0,13.831382459747822
041,245.63567412725197,4.839894981501213,15.06011495695972,0.0,14.050215418365864
042,189.35236185484035,4.279797447500911,10.44813933495101,0.0,14.467719082626573
043,242.40205394497497,5.873426579791671,14.131244911692212,0.0,14.466712113669935
045,276.16610611590664,4.411860830121175,13.876316524725304,0.0,13.1474771663663
046,587.4072549098063,9.229406462674282,24.01027238571084,0.0,13.506023097124237
048,580.7651331362446,3.565389428986893,18.129253364398906,0.0,14.122364169099253
050,266.90537607097644,4.359143800393403,15.46251022022298,0.0,13.09279878458544
053,319.27723537220356,6.958450380259548,15.16423735779035,0.0,14.099116686978519
060,211.4187285051907,7.64755553293058,15.573365803140451,0.0,14.661306136659892
061,310.4874736936427,6.70042020663647,20.956219092869535,0.0,13.566675279166857
065,262.21833340942203,6.264887634097336,19.23751628286723,0.0,13.815346964870287
068,208.22893542476805,4.680109518460919,18.572705309162117,0.0,14.073342860394536
075,341.44730106676616,8.71533969684089,18.542304110172807,0.0,14.586013238190754
080,23.56686470384045,1.8010938516441135,3.3811903792476463,0.0,13.752816042060935
083,319.55543017225625,12.389906963783398,23.388615772169867,0.0,12.79946751337585
084,372.1902813218246,5.537064317315528,17.999183455888872,0.0,13.471634894512757
085,143.16887495377534,11.2392723673518,22.118747651412555,0.0,12.653211898474913
086,387.5185842108637,2.8256001162924065,14.402714824885885,0.0,14.853810673233474
087,504.074749894232,11.057248757215559,21.75308771535139,0.0,13.29484033642221
088,232.0948577547299,7.848954214028053,21.888967226345464,0.0,14.18443499855614
089,407.01786579296214,7.513844210861687,19.645577103893505,0.0,11.970768051631588
091,332.455555282982,5.599482723694988,21.193528461193484,0.0,14.455028900351348
094,145.72047283571965,7.80770626202399,13.947072752598265,0.0,14.633402640965237
096,153.000769832289,4.828845581690988,10.369407157334933,0.0,14.663201132693953
098,153.6473890383672,3.8647388134106566,12.138805897066817,0.0,13.699505559903713
099,338.34384900628794,3.261740661978306,16.87974065689727,0.0,14.246394034163995
100,416.1535049220123,2.735156658495522,13.026576729400476,0.0,14.530141961479663
101,325.40874148451326,6.53493995333916,14.413717487075965,0.0,13.75205907191364
102,457.8526359060971,8.288230361896803,22.6631881156614,0.0,13.411671253307826
103,243.41799536992605,13.579893386795078,24.116900679602086,0.0,14.675058913225339
105,355.33719237666696,6.95649179318071,20.64478061841192,0.0,13.89852531502358
109,295.73091044204574,6.31060100008851,17.903994966480834,0.0,14.041621267771644
110,346.1849704704079,6.4124477505392825,23.087212580329616,0.0,14.564850004413806
113,359.32695246898584,5.282596077353324,17.862805230190546,0.0,13.664785990043201
114,183.7776167558908,6.946137915496511,12.567252973912552,0.0,11.539367759189197
115,257.8666574207987,6.729504341537508,11.633337129667732,0.0,13.46519068613775
117,235.62009195634445,4.320623628228271,14.70247060339922,0.0,14.097542745092776
120,330.9877996114456,5.651912299279324,23.162071853509556,0.0,14.311860078556066
122,260.5984603483599,3.8930409470116767,12.460235186891124,0.0,14.144956999233171
129,344.3678743437932,3.5076723795639446,13.996110876345977,0.0,13.644554157746487
131,178.95479833832897,2.3526340295298054,9.763074339778896,0.0,14.637957657259117
133,288.77119382535443,6.974494503012465,16.361181491104468,0.0,14.741421365969298
140,152.55155689070858,2.5689103478522135,7.8204421286674535,0.0,14.14230153706331
141,375.3446800409224,3.5650674213957845,12.872480681030305,0.0,13.062388344861327
143,222.11860176385872,4.282496868125464,13.496567140942533,0.0,12.498150011402066
144,237.93296362707162,4.735846871395249,13.764711447976579,0.0,12.628527197792149
146,171.03604329440017,4.8813232586571225,11.768238325857011,0.0,14.528562837173624
148,245.59728778565884,8.300043267777639,16.299350707759334,0.0,14.050745249810223
151,227.2154166980293,3.03796655224024,8.24979941835183,0.0,14.781933716587762
152,162.76039769441184,5.031197393182568,11.62445852895311,0.0,14.78123176161265
153,130.28331112862287,6.837856960973374,12.952967535983834,0.0,14.649109751979665
158,207.1281938576212,6.121597578737494,11.361267717909504,0.0,14.727925299824664
159,152.6399796222949,3.723519876180493,14.870143631516214,0.0,14.300601290708798
161,303.3112126411762,6.482023212521513,14.798267120545756,0.0,12.484723577577935
162,251.18592500716215,4.528616368697428,22.42212818905923,0.0,13.371726162245837
167,199.69345012636438,6.92141682096742,19.52592320898452,0.0,14.184244557914182
173,99.1647616472898,1.81548311184601,5.712387566349144,0.0,13.88545716201834
174,236.35889083138878,4.046719702172992,11.980479487605528,0.0,13.323531745744722
175,107.01759859212925,3.7333121525567954,12.049960200310068,0.0,13.471791578151215
176,131.35010373148043,1.5089773829184912,6.158685453815794,0.0,14.062029928870718
178,221.63415355394562,9.509654432141145,19.826723856346554,0.0,13.21607225301378
182,327.4952402343226,5.0548335879791715,14.612610268213313,0.0,13.86407227876996
186,140.3556130515637,30.029769967727464,19.28718414882994,0.0,14.730551726508343
187,195.12100750253504,3.3486128893857425,9.608306783456765,0.0,13.087028282304534
188,266.36257920385606,7.819757323292287,19.495800447509804,0.0,14.705093795926466
189,261.46140546042506,13.748563634405603,20.55344126383247,0.0,14.42881196569281
190,253.2868907671495,2.5584494262537767,8.984370311003163,0.0,14.503022719395503
191,278.9664920102879,9.30349304849735,19.88857404874754,0.0,12.99794880805565
192,243.1001055827424,38.14383301353617,33.26422551094028,0.0,9.04013646702186
200,196.35015274196104,2.1013177177063915,12.447449359025757,0.0,14.746523345550651
203,276.6275768070735,12.698452992370976,30.3576049523472,0.0,13.799441227451775
204,152.2866279388573,5.048367112752187,10.409714891882313,0.0,13.20466552310867
205,214.61892899632215,4.30315897636917,11.975653398081832,0.0,12.673546310509126
209,235.2962857607812,2.747346023216162,19.520708015138982,0.0,14.321580294287534
210,286.1800903012462,3.5485028173672806,12.364534897546342,0.0,13.881033304324697
211,151.56109054190506,2.770223269381802,19.07483451138786,0.0,14.905419050824639
215,266.5853256901068,5.3365875205607365,16.899336413668397,0.0,13.39544891075026
216,204.45152178173922,6.91516650704364,17.339448602784252,0.0,13.987474810479489
218,195.9648933409727,4.664327633880285,12.290241886795666,0.0,14.528807028155445
219,264.8263476075929,3.9815752052363433,11.005831480993693,0.0,13.696356182269579
220,440.4679736464798,9.135872816987568,26.316258883403005,0.0,14.819706735461555
223,280.5257468760779,3.020307734836485,14.155106112212628,0.0,13.74790749466216
224,166.21577016609,4.349699043283254,18.89183383844597,0.0,14.037806319222485
232,118.23791806789009,4.6637733234648735,9.212397372571,0.0,14.797868395217543
234,136.37553886194928,1.481878493833949,6.434504075017765,0.0,14.643811033297165
235,100.15612069408746,3.9510503014242193,21.998584316868946,0.0,14.348228700752012
236,306.3947409779115,8.260981964521617,15.332126508495147,0.0,14.306891082538879
238,314.54504515722664,7.267470238288882,18.963506878469804,0.0,14.724674000743468
243,222.1067990675113,1.5990317924407231,9.50636319283966,0.0,13.28044303925749
244,135.7289225955854,14.14867651505935,19.856008675049615,0.0,13.77653609111496
248,178.66463258954894,5.261790859000221,13.793556103487484,0.0,13.575800366434164
249,365.38399973506296,7.677646894367092,15.88162678994368,0.0,12.71166354267402
252,237.84423849871945,4.484691988176378,14.034717443717458,0.0,14.176657317946875
253,212.43202966554117,6.049451822696616,13.60967947899712,0.0,13.660039173995274
260,264.7159826307768,7.176500294654191,14.765283435608945,0.0,12.447425876270096
261,178.04074074074074,1.6508417508417508,9.8006734006734,0.0,14.415488215488216
265,236.09741792065665,1.4779226109048271,16.082083251905413,0.0,14.72030633183506
266,228.11570229261793,4.728169056152673,12.956958312905547,0.0,12.630299254295423
267,162.99576048102722,5.21421316644848,11.803638127694649,0.0,14.773010238019756
268,139.66644113667118,2.465832205683356,11.336265223274696,0.0,14.563937753721245
270,279.03661890980436,2.755895006081387,14.992692700289783,0.0,14.555644563678062
271,281.40516607148794,3.24350595150651,14.806251164352322,0.0,14.361327492945636
272,173.79573862022855,2.783714066261806,14.338116736476175,0.0,13.763122421129035
273,195.28979645382236,3.4002423497569594,12.91062771579025,0.0,14.854362295625277
274,129.7928185369764,9.25196038007253,20.843606023804785,0.0,14.578011815397499
276,242.9760941535176,3.191711917057575,14.243340406472585,0.0,13.812612387536857
281,128.4353040029957,4.286179397756945,16.04495738198681,0.0,13.996803027855234
282,178.66568085325287,4.784127216404117,11.618585498518915,0.0,14.638688682227327
283,213.14281660369105,3.6627852765655757,14.223981803668893,0.0,13.639446519788484
285,161.49108740703832,8.72331820437546,17.353293465001762,0.0,14.671915244206419
286,324.88611413318586,9.831265441903897,20.93380016882816,0.0,14.6056760384134
error,463.2994565217391,37.10054347826087,33.779347826086955,0.0,10.375
